longitude,latitude,median_age,population,vector_count
-118.17,33.87,49.0,1339.0,440.0
-118.17,33.87,48.0,1395.0,492.0
-118.17,33.87,45.0,1404.0,454.0
-118.18,33.87,44.0,1126.0,439.0
-118.18,33.87,44.0,1056.0,405.0
-118.18,33.87,38.0,1627.0,604.0
-118.16,33.86,26.0,4066.0,1558.0
-118.17,33.86,10.0,1369.0,493.0
-118.17,33.85,39.0,1670.0,525.0
-118.18,33.85,38.0,2416.0,832.0
-118.18,33.86,43.0,1674.0,614.0
-118.18,33.86,39.0,1702.0,642.0
-118.17,33.86,40.0,954.0,336.0
-118.14,33.86,37.0,652.0,258.0
-118.15,33.85,30.0,2144.0,970.0
-118.15,33.85,36.0,606.0,234.0
-118.15,33.85,36.0,699.0,266.0
-118.15,33.86,32.0,1069.0,491.0
-118.16,33.85,36.0,1315.0,478.0
-118.16,33.85,36.0,952.0,339.0
-118.13,33.86,37.0,1183.0,413.0
-118.13,33.85,36.0,1128.0,403.0
-118.13,33.85,36.0,1049.0,405.0
-118.14,33.86,36.0,934.0,333.0
-118.14,33.86,36.0,845.0,308.0
-118.1,33.85,28.0,1352.0,469.0
-118.1,33.85,36.0,713.0,257.0
-118.1,33.85,36.0,416.0,157.0
-118.11,33.85,36.0,482.0,157.0
-118.11,33.85,36.0,1138.0,387.0
-118.11,33.86,36.0,1386.0,458.0
-118.12,33.86,34.0,972.0,396.0
-118.12,33.85,37.0,1333.0,481.0
-118.12,33.85,37.0,1101.0,399.0
-118.1,33.84,35.0,924.0,263.0
-118.1,33.84,36.0,850.0,319.0
-118.1,33.83,37.0,825.0,334.0
-118.11,33.83,36.0,820.0,288.0
-118.1,33.84,36.0,697.0,251.0
-118.1,33.84,36.0,1318.0,434.0
-118.1,33.84,36.0,316.0,104.0
-118.11,33.84,37.0,692.0,245.0
-118.11,33.84,36.0,798.0,287.0
-118.12,33.84,37.0,1047.0,377.0
-118.12,33.84,37.0,1331.0,476.0
-118.11,33.84,36.0,496.0,196.0
-118.11,33.84,36.0,717.0,278.0
-118.11,33.83,36.0,964.0,299.0
-118.12,33.83,44.0,691.0,293.0
-118.12,33.84,37.0,565.0,213.0
-118.11,33.84,36.0,722.0,260.0
-118.13,33.84,35.0,1584.0,671.0
-118.13,33.84,46.0,944.0,374.0
-118.13,33.83,44.0,786.0,344.0
-118.14,33.84,43.0,876.0,429.0
-118.13,33.84,48.0,881.0,293.0
-118.14,33.84,45.0,890.0,342.0
-118.14,33.84,44.0,1316.0,607.0
-118.14,33.84,36.0,1322.0,471.0
-118.15,33.84,29.0,894.0,349.0
-118.15,33.84,36.0,1360.0,497.0
-118.15,33.84,37.0,635.0,241.0
-118.16,33.84,36.0,1199.0,424.0
-118.16,33.84,36.0,643.0,221.0
-118.16,33.84,36.0,1462.0,569.0
-118.16,33.84,36.0,1002.0,351.0
-118.17,33.85,37.0,1956.0,694.0
-118.17,33.84,45.0,791.0,335.0
-118.17,33.84,29.0,2515.0,1272.0
-118.17,33.84,45.0,945.0,320.0
-118.17,33.83,45.0,880.0,339.0
-118.18,33.85,40.0,1285.0,559.0
-118.18,33.84,35.0,591.0,291.0
-118.19,33.84,44.0,1396.0,555.0
-118.19,33.84,24.0,537.0,273.0
-118.18,33.85,30.0,2086.0,700.0
-118.18,33.85,44.0,1378.0,430.0
-118.19,33.85,30.0,2678.0,1033.0
-118.19,33.85,49.0,725.0,272.0
-118.19,33.85,45.0,773.0,287.0
-118.2,33.85,33.0,2286.0,700.0
-118.2,33.85,46.0,1360.0,429.0
-118.2,33.84,35.0,1953.0,671.0
-118.2,33.83,35.0,1305.0,583.0
-118.19,33.83,43.0,1011.0,444.0
-118.19,33.83,42.0,815.0,299.0
-118.17,33.83,45.0,800.0,302.0
-118.17,33.83,46.0,531.0,222.0
-118.18,33.83,44.0,542.0,274.0
-118.18,33.83,45.0,591.0,276.0
-118.18,33.83,39.0,1330.0,648.0
-118.18,33.84,43.0,1063.0,537.0
-118.17,33.82,50.0,1513.0,651.0
-118.17,33.82,52.0,1152.0,488.0
-118.18,33.83,52.0,1030.0,451.0
-118.18,33.82,52.0,943.0,440.0
-118.18,33.82,43.0,167.0,68.0
-118.19,33.83,30.0,1032.0,548.0
-118.19,33.82,19.0,1914.0,855.0
-118.2,33.82,21.0,913.0,420.0
-118.2,33.82,43.0,954.0,312.0
-118.19,33.82,11.0,422.0,221.0
-118.19,33.81,21.0,1038.0,384.0
-118.2,33.81,43.0,1525.0,529.0
-118.2,33.82,34.0,2217.0,744.0
-118.19,33.81,23.0,804.0,373.0
-118.2,33.81,45.0,533.0,193.0
-118.2,33.81,46.0,742.0,241.0
-118.2,33.81,47.0,1219.0,420.0
-118.21,33.82,34.0,1444.0,372.0
-118.21,33.81,43.0,764.0,204.0
-118.21,33.81,40.0,1807.0,413.0
-118.21,33.82,33.0,1157.0,320.0
-118.22,33.82,30.0,1779.0,429.0
-118.21,33.82,45.0,394.0,89.0
-118.21,33.82,43.0,723.0,191.0
-118.22,33.82,17.0,3030.0,1266.0
-118.21,33.81,45.0,1255.0,333.0
-118.21,33.81,45.0,1524.0,388.0
-118.22,33.81,38.0,1345.0,326.0
-118.22,33.81,41.0,602.0,183.0
-118.21,33.8,45.0,1095.0,269.0
-118.21,33.8,41.0,1053.0,278.0
-118.22,33.8,36.0,1291.0,337.0
-118.22,33.8,33.0,1764.0,440.0
-118.22,33.79,28.0,2537.0,596.0
-118.21,33.79,39.0,1691.0,399.0
-118.21,33.79,32.0,2557.0,562.0
-118.21,33.8,44.0,984.0,302.0
-118.19,33.8,38.0,1535.0,525.0
-118.19,33.79,29.0,2994.0,919.0
-118.2,33.79,47.0,569.0,195.0
-118.2,33.79,48.0,1807.0,539.0
-118.2,33.79,47.0,1388.0,606.0
-118.2,33.8,52.0,1090.0,430.0
-118.19,33.8,41.0,1604.0,555.0
-118.2,33.8,42.0,2749.0,1094.0
-118.2,33.8,45.0,1300.0,450.0
-118.2,33.8,52.0,614.0,231.0
-118.18,33.8,42.0,2114.0,561.0
-118.19,33.8,36.0,2635.0,657.0
-118.18,33.79,42.0,1631.0,417.0
-118.19,33.79,41.0,2357.0,529.0
-118.19,33.79,43.0,2339.0,560.0
-118.18,33.8,30.0,2951.0,691.0
-118.17,33.79,36.0,1042.0,301.0
-118.18,33.82,43.0,1042.0,418.0
-118.18,33.81,27.0,315.0,96.0
-118.16,33.8,9.0,1530.0,807.0
-118.16,33.79,25.0,3010.0,1179.0
-118.17,33.8,26.0,883.0,366.0
-118.18,33.8,15.0,1591.0,506.0
-118.12,33.83,45.0,687.0,285.0
-118.12,33.83,45.0,797.0,293.0
-118.12,33.82,43.0,701.0,298.0
-118.12,33.82,42.0,671.0,267.0
-118.13,33.82,44.0,815.0,284.0
-118.13,33.82,44.0,779.0,291.0
-118.13,33.83,45.0,1474.0,567.0
-118.1,33.83,36.0,702.0,251.0
-118.11,33.83,36.0,664.0,220.0
-118.11,33.82,36.0,887.0,379.0
-118.11,33.82,36.0,857.0,341.0
-118.11,33.83,37.0,517.0,189.0
-118.11,33.83,36.0,899.0,295.0
-118.09,33.83,36.0,1308.0,441.0
-118.1,33.82,36.0,1193.0,421.0
-118.1,33.82,36.0,915.0,328.0
-118.1,33.83,36.0,956.0,352.0
-118.08,33.81,20.0,2292.0,874.0
-118.09,33.82,36.0,1042.0,396.0
-118.09,33.81,36.0,846.0,325.0
-118.1,33.81,36.0,444.0,177.0
-118.1,33.81,36.0,451.0,164.0
-118.11,33.81,36.0,558.0,214.0
-118.11,33.82,37.0,1095.0,357.0
-118.1,33.82,36.0,871.0,336.0
-118.11,33.82,37.0,836.0,335.0
-118.12,33.81,36.0,1155.0,443.0
-118.12,33.81,37.0,860.0,340.0
-118.13,33.81,37.0,493.0,183.0
-118.13,33.81,37.0,572.0,242.0
-118.13,33.82,37.0,711.0,283.0
-118.13,33.82,36.0,273.0,112.0
-118.13,33.81,34.0,928.0,349.0
-118.13,33.81,36.0,855.0,319.0
-118.13,33.8,36.0,505.0,176.0
-118.13,33.8,36.0,743.0,265.0
-118.13,33.8,41.0,821.0,314.0
-118.15,33.8,44.0,1167.0,372.0
-118.12,33.81,36.0,784.0,298.0
-118.12,33.81,36.0,721.0,294.0
-118.12,33.8,35.0,774.0,418.0
-118.12,33.8,36.0,530.0,211.0
-118.11,33.8,36.0,810.0,305.0
-118.11,33.79,36.0,884.0,337.0
-118.11,33.79,36.0,1039.0,370.0
-118.09,33.81,36.0,666.0,257.0
-118.09,33.8,36.0,838.0,328.0
-118.11,33.8,36.0,744.0,280.0
-118.11,33.8,35.0,444.0,177.0
-118.11,33.81,37.0,776.0,271.0
-118.1,33.81,36.0,786.0,315.0
-118.1,33.8,37.0,850.0,328.0
-118.09,33.79,36.0,1911.0,631.0
-118.1,33.78,35.0,2134.0,743.0
-118.1,33.79,35.0,996.0,380.0
-118.1,33.79,36.0,1522.0,565.0
-118.11,33.78,16.0,1327.0,564.0
-118.13,33.79,29.0,1132.0,528.0
-118.13,33.78,31.0,1199.0,697.0
-118.13,33.79,36.0,508.0,221.0
-118.12,33.79,43.0,767.0,311.0
-118.12,33.79,41.0,738.0,300.0
-118.13,33.79,44.0,947.0,364.0
-118.13,33.79,45.0,1057.0,428.0
-118.14,33.79,45.0,681.0,267.0
-118.13,33.79,20.0,3625.0,1599.0
-118.14,33.8,43.0,1230.0,543.0
-118.15,33.79,5.0,1657.0,848.0
-118.14,33.79,23.0,1478.0,604.0
-118.14,33.79,44.0,1461.0,592.0
-118.14,33.78,44.0,1038.0,500.0
-118.15,33.79,25.0,2297.0,969.0
-118.15,33.78,17.0,904.0,406.0
-118.16,33.78,14.0,1939.0,520.0
-118.16,33.78,33.0,2074.0,597.0
-118.16,33.79,25.0,3916.0,1063.0
-118.16,33.79,26.0,2135.0,769.0
-118.17,33.79,32.0,3002.0,648.0
-118.17,33.79,30.0,2646.0,552.0
-118.18,33.78,36.0,1379.0,434.0
-118.18,33.79,27.0,1896.0,448.0
-118.17,33.79,28.0,1816.0,348.0
-118.18,33.79,20.0,1201.0,318.0
-118.19,33.78,29.0,1398.0,373.0
-118.19,33.79,37.0,1967.0,476.0
-118.19,33.79,30.0,3543.0,850.0
-118.19,33.78,24.0,439.0,71.0
-118.2,33.79,25.0,3744.0,906.0
-118.21,33.79,33.0,96.0,36.0
-118.21,33.79,44.0,153.0,30.0
-118.22,33.79,48.0,222.0,50.0
-118.23,33.76,21.0,29.0,16.0
-118.19,33.78,21.0,2924.0,969.0
-118.19,33.78,35.0,914.0,539.0
-118.2,33.78,46.0,1545.0,587.0
-118.2,33.78,48.0,1908.0,466.0
-118.2,33.78,52.0,3018.0,763.0
-118.19,33.77,35.0,820.0,514.0
-118.2,33.77,40.0,1257.0,797.0
-118.2,33.77,24.0,1566.0,753.0
-118.2,33.77,22.0,1190.0,399.0
-118.2,33.77,52.0,1089.0,317.0
-118.2,33.77,41.0,1209.0,336.0
-118.2,33.77,42.0,995.0,212.0
-118.18,33.77,45.0,735.0,518.0
-118.19,33.76,25.0,632.0,385.0
-118.19,33.77,52.0,692.0,512.0
-118.18,33.77,39.0,1339.0,499.0
-118.18,33.77,36.0,1128.0,620.0
-118.19,33.77,21.0,1064.0,603.0
-118.19,33.77,31.0,1092.0,568.0
-118.18,33.78,20.0,1712.0,556.0
-118.18,33.78,17.0,1300.0,360.0
-118.18,33.78,52.0,1046.0,332.0
-118.19,33.78,31.0,898.0,457.0
-118.19,33.78,8.0,694.0,331.0
-118.19,33.78,29.0,1083.0,316.0
-118.19,33.78,42.0,533.0,187.0
-118.17,33.78,29.0,3580.0,772.0
-118.17,33.78,23.0,3940.0,1098.0
-118.18,33.78,26.0,4812.0,1141.0
-118.17,33.78,44.0,3184.0,672.0
-118.17,33.77,36.0,2077.0,838.0
-118.17,33.77,45.0,1340.0,720.0
-118.17,33.77,38.0,984.0,684.0
-118.17,33.77,39.0,1379.0,785.0
-118.17,33.77,12.0,3068.0,1262.0
-118.18,33.77,29.0,1391.0,488.0
-118.18,33.77,30.0,720.0,417.0
-118.17,33.77,37.0,492.0,331.0
-118.18,33.74,30.0,2136.0,1503.0
-118.17,33.77,45.0,1047.0,579.0
-118.17,33.77,45.0,1004.0,594.0
-118.18,33.77,37.0,1087.0,698.0
-118.18,33.77,41.0,852.0,533.0
-118.18,33.77,49.0,1105.0,629.0
-118.16,33.77,49.0,1314.0,756.0
-118.17,33.74,36.0,807.0,426.0
-118.16,33.77,30.0,1749.0,1011.0
-118.15,33.77,39.0,1312.0,612.0
-118.16,33.77,30.0,1292.0,742.0
-118.16,33.77,38.0,1284.0,752.0
-118.16,33.77,29.0,1460.0,736.0
-118.17,33.77,25.0,2178.0,1090.0
-118.16,33.78,15.0,3087.0,1212.0
-118.16,33.78,39.0,2470.0,1025.0
-118.16,33.78,52.0,1819.0,815.0
-118.16,33.78,29.0,3891.0,1143.0
-118.15,33.78,13.0,1600.0,824.0
-118.15,33.78,12.0,2176.0,1002.0
-118.15,33.78,35.0,1277.0,651.0
-118.14,33.78,42.0,940.0,483.0
-118.13,33.78,45.0,361.0,163.0
-118.14,33.77,49.0,1301.0,648.0
-118.14,33.77,51.0,1171.0,566.0
-118.15,33.77,52.0,899.0,445.0
-118.15,33.77,41.0,1621.0,838.0
-118.15,33.77,27.0,1398.0,747.0
-118.14,33.76,37.0,1080.0,629.0
-118.16,33.72,29.0,1059.0,651.0
-118.15,33.76,36.0,1183.0,749.0
-118.15,33.77,36.0,1912.0,1172.0
-118.13,33.76,52.0,940.0,530.0
-118.13,33.76,44.0,652.0,406.0
-118.14,33.75,39.0,867.0,567.0
-118.14,33.76,52.0,1144.0,624.0
-118.14,33.76,50.0,1179.0,718.0
-118.14,33.76,44.0,741.0,513.0
-118.14,33.77,52.0,791.0,408.0
-118.14,33.76,50.0,322.0,165.0
-118.13,33.76,46.0,1175.0,670.0
-118.13,33.76,44.0,961.0,550.0
-118.12,33.76,43.0,1240.0,646.0
-118.12,33.75,47.0,1220.0,557.0
-118.12,33.76,45.0,1127.0,527.0
-118.12,33.75,41.0,742.0,414.0
-118.14,33.71,36.0,792.0,446.0
-118.1,33.76,15.0,1879.0,974.0
-118.11,33.77,15.0,3333.0,1712.0
-118.12,33.77,20.0,1941.0,892.0
-118.12,33.77,10.0,2528.0,1057.0
-118.13,33.77,52.0,1436.0,671.0
-118.13,33.77,37.0,1661.0,868.0
-118.32,33.35,27.0,744.0,331.0
-118.33,33.34,52.0,1100.0,431.0
-118.32,33.33,52.0,733.0,288.0
-118.32,33.34,52.0,341.0,160.0
-118.48,33.43,29.0,422.0,173.0
-118.29,33.96,32.0,2794.0,839.0
-118.3,33.95,36.0,1367.0,393.0
-118.29,33.95,31.0,2390.0,729.0
-118.3,33.95,41.0,1805.0,506.0
-118.3,33.95,27.0,1622.0,402.0
-118.3,33.95,35.0,977.0,283.0
-118.29,33.94,38.0,1774.0,562.0
-118.3,33.94,36.0,2521.0,836.0
-118.3,33.94,36.0,1390.0,464.0
-118.29,33.94,32.0,1880.0,590.0
-118.29,33.93,32.0,1715.0,475.0
-118.3,33.93,35.0,1216.0,326.0
-118.3,33.93,36.0,2017.0,583.0
-118.3,33.93,40.0,1646.0,453.0
-118.31,33.93,37.0,852.0,249.0
-118.31,33.94,44.0,976.0,335.0
-118.31,33.94,40.0,1021.0,383.0
-118.31,33.94,40.0,684.0,229.0
-118.31,33.94,40.0,798.0,270.0
-118.31,33.93,42.0,602.0,186.0
-118.31,33.93,43.0,997.0,295.0
-118.32,33.94,37.0,1468.0,479.0
-118.32,33.93,37.0,1327.0,445.0
-118.33,33.93,37.0,925.0,338.0
-118.33,33.93,38.0,412.0,119.0
-118.34,33.93,35.0,742.0,253.0
-118.32,33.94,37.0,863.0,291.0
-118.32,33.94,38.0,499.0,169.0
-118.32,33.94,36.0,830.0,261.0
-118.32,33.94,36.0,639.0,226.0
-118.33,33.94,31.0,3288.0,964.0
-118.32,33.96,47.0,721.0,276.0
-118.32,33.95,43.0,1505.0,712.0
-118.33,33.96,24.0,2636.0,1271.0
-118.32,33.95,44.0,992.0,326.0
-118.32,33.95,44.0,1040.0,330.0
-118.34,33.95,33.0,1412.0,361.0
-118.32,33.97,52.0,844.0,295.0
-118.32,33.96,47.0,954.0,357.0
-118.32,33.96,47.0,704.0,264.0
-118.32,33.97,46.0,814.0,306.0
-118.34,33.97,45.0,949.0,344.0
-118.33,33.96,42.0,737.0,319.0
-118.33,33.96,42.0,1062.0,451.0
-118.35,33.97,33.0,1272.0,447.0
-118.35,33.97,25.0,1710.0,575.0
-118.35,33.97,26.0,1130.0,404.0
-118.35,33.97,26.0,2340.0,904.0
-118.35,33.98,33.0,1518.0,449.0
-118.35,33.98,42.0,1785.0,609.0
-118.34,33.98,47.0,2374.0,607.0
-118.34,33.98,40.0,1922.0,544.0
-118.34,33.98,45.0,1064.0,268.0
-118.35,33.97,30.0,757.0,349.0
-118.35,33.96,21.0,1549.0,853.0
-118.35,33.96,26.0,1560.0,631.0
-118.35,33.95,28.0,3201.0,1196.0
-118.34,33.95,25.0,4015.0,1178.0
-118.35,33.95,30.0,2324.0,724.0
-118.35,33.95,42.0,1507.0,380.0
-118.35,33.95,45.0,781.0,238.0
-118.36,33.95,42.0,1082.0,299.0
-118.36,33.96,21.0,1286.0,557.0
-118.36,33.96,25.0,1498.0,451.0
-118.36,33.96,26.0,2742.0,951.0
-118.36,33.95,26.0,3193.0,1020.0
-118.36,33.98,45.0,891.0,341.0
-118.36,33.98,46.0,782.0,273.0
-118.36,33.98,39.0,344.0,154.0
-118.37,33.97,26.0,3333.0,1557.0
-118.36,33.97,18.0,990.0,289.0
-118.37,33.97,21.0,2515.0,945.0
-118.36,33.98,29.0,1715.0,775.0
-118.36,33.97,19.0,2917.0,1121.0
-118.36,33.96,17.0,2365.0,810.0
-118.36,33.96,37.0,2009.0,592.0
-118.37,33.96,26.0,100.0,20.0
-118.37,33.95,35.0,1376.0,358.0
-118.36,33.95,42.0,1283.0,306.0
-118.36,33.95,42.0,2038.0,591.0
-118.37,33.95,32.0,1053.0,277.0
-118.37,33.95,52.0,747.0,166.0
-118.36,33.94,39.0,1666.0,371.0
-118.36,33.94,38.0,3036.0,639.0
-118.37,33.94,29.0,3425.0,781.0
-118.36,33.93,30.0,1433.0,341.0
-118.36,33.93,40.0,2036.0,476.0
-118.36,33.94,33.0,1309.0,250.0
-118.34,33.93,36.0,1824.0,470.0
-118.35,33.93,35.0,918.0,236.0
-118.35,33.93,34.0,810.0,180.0
-118.35,33.93,33.0,2649.0,561.0
-118.35,33.94,35.0,1888.0,420.0
-118.35,33.94,38.0,2188.0,454.0
-118.35,33.94,36.0,2755.0,610.0
-118.35,33.94,42.0,1369.0,261.0
-118.34,33.94,37.0,3456.0,734.0
-118.34,33.94,36.0,4033.0,944.0
-118.33,33.93,37.0,3533.0,1035.0
-118.34,33.93,33.0,4512.0,1189.0
-118.34,33.93,32.0,1281.0,386.0
-118.34,33.93,37.0,1341.0,369.0
-118.35,33.93,26.0,2394.0,787.0
-118.35,33.93,31.0,1973.0,598.0
-118.35,33.93,25.0,1603.0,673.0
-118.36,33.93,27.0,3340.0,1113.0
-118.34,33.92,29.0,965.0,370.0
-118.35,33.92,24.0,2023.0,773.0
-118.35,33.92,29.0,584.0,231.0
-118.36,33.92,26.0,2308.0,1009.0
-118.36,33.92,46.0,793.0,256.0
-118.36,33.92,19.0,1546.0,815.0
-118.36,33.93,19.0,2033.0,738.0
-118.37,33.93,10.0,61.0,56.0
-118.37,33.92,44.0,502.0,171.0
-118.37,33.92,36.0,509.0,197.0
-118.37,33.92,40.0,521.0,185.0
-118.37,33.92,39.0,556.0,204.0
-118.37,33.93,46.0,503.0,196.0
-118.37,33.93,46.0,255.0,94.0
-118.36,33.93,44.0,392.0,106.0
-118.36,33.91,41.0,1191.0,429.0
-118.36,33.91,42.0,1184.0,423.0
-118.36,33.9,42.0,1136.0,379.0
-118.36,33.9,40.0,725.0,234.0
-118.37,33.91,41.0,1334.0,435.0
-118.37,33.91,35.0,812.0,282.0
-118.37,33.9,35.0,707.0,252.0
-118.37,33.9,32.0,177.0,102.0
-118.38,33.91,36.0,1463.0,534.0
-118.35,33.91,19.0,1282.0,498.0
-118.35,33.91,31.0,1675.0,612.0
-118.35,33.91,28.0,1485.0,536.0
-118.35,33.91,26.0,1331.0,520.0
-118.35,33.91,25.0,1337.0,549.0
-118.35,33.9,25.0,2299.0,837.0
-118.35,33.91,32.0,928.0,398.0
-118.35,33.91,29.0,1236.0,482.0
-118.35,33.91,34.0,1134.0,408.0
-118.36,33.91,36.0,1366.0,421.0
-118.35,33.9,32.0,565.0,231.0
-118.36,33.9,39.0,640.0,206.0
-118.33,33.92,23.0,670.0,251.0
-118.33,33.91,39.0,1106.0,333.0
-118.34,33.91,17.0,2536.0,971.0
-118.33,33.91,35.0,962.0,297.0
-118.34,33.91,8.0,2691.0,1142.0
-118.34,33.92,6.0,740.0,248.0
-118.34,33.91,12.0,7429.0,3405.0
-118.33,33.91,8.0,7211.0,3028.0
-118.31,33.91,31.0,874.0,289.0
-118.31,33.91,36.0,625.0,179.0
-118.32,33.91,33.0,1073.0,344.0
-118.32,33.91,35.0,640.0,215.0
-118.32,33.91,35.0,605.0,170.0
-118.32,33.91,34.0,1920.0,640.0
-118.32,33.91,34.0,757.0,231.0
-118.32,33.9,35.0,1882.0,651.0
-118.31,33.92,35.0,672.0,219.0
-118.31,33.93,35.0,926.0,282.0
-118.32,33.93,34.0,804.0,287.0
-118.32,33.92,35.0,710.0,184.0
-118.29,33.93,31.0,3590.0,962.0
-118.29,33.92,34.0,1293.0,355.0
-118.29,33.92,34.0,906.0,248.0
-118.3,33.92,34.0,1258.0,380.0
-118.3,33.93,29.0,1140.0,352.0
-118.3,33.91,30.0,1491.0,420.0
-118.3,33.91,34.0,1530.0,500.0
-118.31,33.9,28.0,891.0,378.0
-118.29,33.91,28.0,1028.0,418.0
-118.29,33.9,27.0,1067.0,400.0
-118.3,33.9,29.0,1868.0,647.0
-118.3,33.9,27.0,2099.0,647.0
-118.3,33.9,13.0,1975.0,618.0
-118.3,33.9,19.0,1726.0,660.0
-118.3,33.89,30.0,1806.0,787.0
-118.3,33.89,37.0,1369.0,565.0
-118.31,33.9,38.0,1131.0,405.0
-118.29,33.89,33.0,1072.0,528.0
-118.29,33.89,32.0,1605.0,571.0
-118.29,33.88,36.0,1175.0,419.0
-118.29,33.88,21.0,3186.0,1167.0
-118.3,33.87,27.0,1510.0,680.0
-118.3,33.87,31.0,823.0,263.0
-118.3,33.88,26.0,807.0,330.0
-118.3,33.88,29.0,563.0,204.0
-118.3,33.88,30.0,885.0,322.0
-118.3,33.88,35.0,1881.0,696.0
-118.31,33.88,32.0,1491.0,587.0
-118.31,33.88,35.0,1036.0,400.0
-118.31,33.88,21.0,686.0,400.0
-118.31,33.9,30.0,1724.0,531.0
-118.31,33.89,37.0,1257.0,498.0
-118.31,33.89,35.0,1192.0,417.0
-118.32,33.9,36.0,831.0,291.0
-118.32,33.9,36.0,1245.0,423.0
-118.32,33.9,37.0,1316.0,409.0
-118.32,33.89,45.0,1323.0,458.0
-118.32,33.89,44.0,695.0,249.0
-118.32,33.89,34.0,1270.0,492.0
-118.33,33.9,21.0,5546.0,1745.0
-118.34,33.9,23.0,1309.0,493.0
-118.34,33.9,37.0,355.0,118.0
-118.34,33.9,36.0,628.0,253.0
-118.34,33.9,36.0,706.0,261.0
-118.33,33.89,39.0,982.0,357.0
-118.33,33.89,42.0,897.0,306.0
-118.34,33.89,36.0,1346.0,445.0
-118.34,33.89,36.0,1232.0,423.0
-118.35,33.9,13.0,2197.0,800.0
-118.35,33.9,31.0,956.0,287.0
-118.35,33.9,31.0,734.0,239.0
-118.35,33.89,29.0,2175.0,684.0
-118.35,33.89,34.0,1249.0,375.0
-118.36,33.9,41.0,655.0,329.0
-118.35,33.9,22.0,697.0,241.0
-118.35,33.89,30.0,776.0,273.0
-118.36,33.89,37.0,1266.0,424.0
-118.36,33.89,34.0,723.0,198.0
-118.36,33.9,18.0,2276.0,854.0
-118.36,33.89,27.0,2141.0,648.0
-118.36,33.88,33.0,1644.0,523.0
-118.36,33.88,28.0,827.0,308.0
-118.36,33.88,25.0,1611.0,628.0
-118.36,33.88,22.0,930.0,287.0
-118.36,33.88,26.0,829.0,278.0
-118.35,33.89,25.0,1371.0,414.0
-118.35,33.88,36.0,1097.0,350.0
-118.34,33.88,42.0,493.0,172.0
-118.35,33.88,44.0,480.0,177.0
-118.35,33.88,36.0,1054.0,386.0
-118.35,33.88,25.0,1150.0,354.0
-118.3,33.74,40.0,950.0,383.0
-118.3,33.74,28.0,887.0,217.0
-118.39,33.92,41.0,61.0,23.0
-118.4,33.92,25.0,695.0,283.0
-118.4,33.92,32.0,1313.0,534.0
-118.4,33.93,35.0,1000.0,450.0
-118.41,33.93,38.0,1455.0,619.0
-118.41,33.92,32.0,1132.0,555.0
-118.41,33.92,22.0,1141.0,554.0
-118.41,33.93,22.0,1225.0,568.0
-118.41,33.92,38.0,590.0,250.0
-118.41,33.92,29.0,674.0,343.0
-118.42,33.92,25.0,1524.0,764.0
-118.42,33.92,41.0,756.0,277.0
-118.42,33.93,39.0,1466.0,610.0
-118.42,33.93,28.0,2191.0,943.0
-118.42,33.9,29.0,686.0,455.0
-118.43,33.9,27.0,553.0,326.0
-118.4,33.9,34.0,1087.0,431.0
-118.4,33.9,37.0,920.0,375.0
-118.41,33.9,39.0,1044.0,380.0
-118.41,33.9,39.0,926.0,351.0
-118.44,33.88,35.0,724.0,399.0
-118.42,33.9,37.0,662.0,340.0
-118.42,33.9,43.0,552.0,296.0
-118.41,33.89,31.0,677.0,331.0
-118.41,33.89,35.0,507.0,295.0
-118.41,33.89,38.0,1600.0,770.0
-118.41,33.89,34.0,1143.0,593.0
-118.41,33.89,31.0,236.0,144.0
-118.4,33.9,38.0,1098.0,438.0
-118.4,33.89,36.0,1033.0,407.0
-118.4,33.89,31.0,1149.0,476.0
-118.4,33.89,36.0,807.0,306.0
-118.39,33.9,7.0,1699.0,718.0
-118.38,33.89,35.0,732.0,312.0
-118.39,33.89,30.0,1056.0,419.0
-118.39,33.89,38.0,750.0,314.0
-118.39,33.89,40.0,389.0,147.0
-118.36,33.89,40.0,371.0,130.0
-118.36,33.88,44.0,709.0,247.0
-118.37,33.88,44.0,669.0,253.0
-118.37,33.88,21.0,417.0,158.0
-118.38,33.88,33.0,561.0,217.0
-118.37,33.89,21.0,1142.0,473.0
-118.37,33.88,20.0,1219.0,497.0
-118.36,33.88,31.0,1107.0,508.0
-118.36,33.87,19.0,1275.0,544.0
-118.37,33.87,19.0,361.0,141.0
-118.37,33.88,27.0,811.0,327.0
-118.38,33.87,27.0,1101.0,466.0
-118.38,33.88,27.0,1421.0,564.0
-118.37,33.88,26.0,1282.0,525.0
-118.36,33.87,17.0,598.0,281.0
-118.36,33.87,22.0,1300.0,538.0
-118.37,33.87,18.0,1128.0,433.0
-118.37,33.87,13.0,1573.0,694.0
-118.36,33.86,35.0,1044.0,433.0
-118.36,33.86,37.0,802.0,290.0
-118.36,33.86,34.0,963.0,302.0
-118.37,33.86,28.0,1243.0,529.0
-118.37,33.87,23.0,891.0,356.0
-118.38,33.87,21.0,2054.0,925.0
-118.38,33.87,17.0,1467.0,583.0
-118.38,33.87,23.0,1008.0,415.0
-118.39,33.87,19.0,1329.0,569.0
-118.38,33.86,12.0,1798.0,683.0
-118.38,33.86,29.0,1182.0,444.0
-118.38,33.86,24.0,1312.0,542.0
-118.38,33.86,15.0,908.0,330.0
-118.38,33.87,33.0,918.0,361.0
-118.38,33.88,39.0,743.0,270.0
-118.38,33.88,34.0,822.0,307.0
